record_id,delivery_id,package_type,vehicle_type,region,weather_condition,distance_km,distance_group,delivery_time_hours_clean,expected_time_hours_clean,delayed,delivery_status,delivery_rating,delivery_cost
11949,11949,documents,ev bike,east,foggy,197.6,150–199 km,8,5,yes,delayed,3,1114.2
11950,11950,pharmacy,scooter,south,cold,267.6,250+ km,12,8,yes,delayed,3,1579.09
11951,11951,groceries,ev bike,north,rainy,161.5,150–199 km,10,8,yes,delayed,2,1000.59
11952,11952,documents,truck,north,rainy,176.9,150–199 km,6,8,no,delivered,5,1044.32
11953,11953,cosmetics,bike,south,rainy,181.2,150–199 km,7,16,no,delivered,4,1002.12
11954,11954,automobile parts,scooter,north,hot,196.8,150–199 km,7,24,no,delivered,4,999.06
11955,11955,electronics,ev bike,north,hot,272.5,250+ km,10,24,no,delivered,4,1499.21
11956,11956,pharmacy,bike,south,hot,194.7,150–199 km,5,5,no,delivered,5,1068.41
11957,11957,cosmetics,van,east,cold,38.2,0–49 km,3,24,no,delivered,4,223.13
11958,11958,cosmetics,van,west,clear,276.1,250+ km,8,8,yes,delayed,2,1548.66
11959,11959,clothing,van,central,rainy,123.5,100–149 km,9,4,yes,failed,2,748.32
11960,11960,clothing,van,south,foggy,3.6,0–49 km,2,24,no,delivered,3,113.79
11961,11961,furniture,ev van,west,rainy,180.8,150–199 km,10,24,no,delivered,5,1006.69
11962,11962,pharmacy,bike,central,clear,262.9,250+ km,11,16,no,delivered,5,1364.9
11963,11963,documents,ev van,west,rainy,192.8,150–199 km,12,5,yes,delayed,2,1108.89
11964,11964,groceries,ev bike,south,clear,7.9,0–49 km,3,2,yes,failed,1,124.51
11965,11965,furniture,ev van,south,cold,158.6,150–199 km,7,24,no,delivered,4,908.44
11966,11966,furniture,truck,east,clear,229.7,200–249 km,4,16,no,delivered,4,1222.33
11967,11967,furniture,ev van,central,rainy,131.3,100–149 km,5,8,no,delivered,5,783.47
11968,11968,cosmetics,bike,west,rainy,68.5,50–99 km,5,3,yes,delayed,3,425.38
11969,11969,automobile parts,ev bike,east,hot,285.3,250+ km,7,16,no,delivered,4,1555.11
11970,11970,fragile items,ev bike,north,hot,17.9,0–49 km,2,2,yes,delayed,2,285.54
11971,11971,electronics,ev van,west,cold,15.1,0–49 km,3,16,no,delivered,5,203.33
11972,11972,groceries,bike,west,clear,191.7,150–199 km,5,16,no,delivered,4,1046.55
11973,11973,electronics,truck,east,cold,95.1,50–99 km,2,3,no,delivered,4,529.58
11974,11974,fragile items,truck,north,foggy,274.6,250+ km,8,8,yes,delayed,2,1479.45
11975,11975,pharmacy,bike,east,hot,243.3,200–249 km,7,16,no,delivered,5,1291.38
11976,11976,clothing,truck,central,stormy,145,100–149 km,7,24,no,delivered,4,798.56
11977,11977,fragile items,van,central,foggy,142.5,100–149 km,4,4,no,delivered,5,899.42
11978,11978,pharmacy,van,east,rainy,244.3,200–249 km,8,16,no,delivered,4,1270.94
11979,11979,electronics,ev bike,central,clear,227.8,200–249 km,10,24,no,delivered,5,1191.05
11980,11980,clothing,ev bike,north,rainy,190,150–199 km,8,5,yes,delayed,2,1058.5
11981,11981,fragile items,truck,north,rainy,205,200–249 km,6,16,no,delivered,5,1105.7
11982,11982,documents,van,west,stormy,269.4,250+ km,10,8,yes,failed,1,1514.65
11983,11983,furniture,ev van,central,hot,27.4,0–49 km,3,2,yes,delayed,3,306.85
11984,11984,automobile parts,scooter,north,hot,61.8,50–99 km,2,24,no,delivered,4,368.79
11985,11985,documents,van,north,hot,96.3,50–99 km,2,24,no,delivered,4,624
11986,11986,electronics,van,central,foggy,111.2,100–149 km,7,16,no,delivered,5,594.7
11987,11987,electronics,scooter,central,rainy,38.8,0–49 km,8,8,yes,delayed,3,374.16
11988,11988,automobile parts,van,east,foggy,195.6,150–199 km,7,16,no,delivered,5,1042.92
11989,11989,pharmacy,ev van,north,foggy,124.8,100–149 km,7,24,no,delivered,5,645.57
11990,11990,documents,bike,south,cold,73.7,50–99 km,2,3,no,delivered,4,565.59
11991,11991,electronics,truck,west,stormy,257.5,250+ km,11,24,no,delivered,4,1393.82
11992,11992,cosmetics,van,south,hot,161,150–199 km,3,24,no,delivered,4,874.51
11993,11993,electronics,bike,south,rainy,96.4,50–99 km,4,24,no,delivered,3,507.5
11994,11994,electronics,scooter,east,rainy,248.3,200–249 km,11,8,yes,delayed,3,1473.02
11995,11995,pharmacy,scooter,east,cold,142.5,100–149 km,4,24,no,delivered,4,766.8
11996,11996,pharmacy,van,west,hot,126.3,100–149 km,5,24,no,delivered,4,678.78
11997,11997,pharmacy,van,east,clear,216.3,200–249 km,5,16,no,delivered,5,1084.59
11998,11998,automobile parts,truck,east,stormy,280.9,250+ km,10,7,yes,delayed,2,1588.36
11999,11999,documents,van,east,clear,215.3,200–249 km,10,8,yes,delayed,2,1244.39
12000,12000,furniture,ev bike,west,clear,274.5,250+ km,11,8,yes,failed,2,1572.88
12001,12001,documents,van,west,clear,297.1,250+ km,5,7,no,delivered,4,1601.26
12002,12002,groceries,ev van,north,clear,251.5,250+ km,6,24,no,delivered,4,1404.05
12003,12003,clothing,ev van,north,foggy,212.8,200–249 km,5,6,no,delivered,5,1141.36
12004,12004,fragile items,ev bike,central,clear,146.9,100–149 km,6,16,no,delivered,5,864.94
12005,12005,cosmetics,bike,north,stormy,115.3,100–149 km,6,8,no,delivered,4,770.61
12006,12006,cosmetics,ev van,east,clear,207.4,200–249 km,5,8,no,delivered,5,1259.04
12007,12007,clothing,ev bike,central,rainy,140.8,100–149 km,7,8,no,delivered,4,870.21
12008,12008,clothing,truck,east,clear,152.2,150–199 km,3,5,no,delivered,3,831.64
12009,12009,fragile items,van,north,rainy,238.7,200–249 km,11,6,yes,delayed,2,1321.71
12010,12010,pharmacy,ev bike,south,clear,243.5,200–249 km,5,6,no,delivered,5,1380.15
12011,12011,electronics,truck,north,stormy,67.5,50–99 km,8,8,yes,delayed,3,500.5
12012,12012,pharmacy,ev bike,north,foggy,183.3,150–199 km,6,16,no,delivered,5,1037.64
12013,12013,automobile parts,truck,south,cold,291.4,250+ km,8,24,no,delivered,4,1585.28
12014,12014,cosmetics,ev bike,south,hot,268.2,250+ km,6,7,no,delivered,5,1512.8
12015,12015,documents,ev van,west,foggy,11.6,0–49 km,3,2,yes,delayed,3,175.74
12016,12016,documents,ev bike,central,foggy,255,250+ km,10,16,no,delivered,4,1331.28
12017,12017,cosmetics,scooter,east,clear,263,250+ km,8,24,no,delivered,4,1386.79
12018,12018,groceries,ev van,east,stormy,82.2,50–99 km,6,24,no,delivered,3,463.77
12019,12019,cosmetics,ev bike,central,stormy,290.6,250+ km,12,8,yes,delayed,2,1583.81
12020,12020,automobile parts,van,south,foggy,129.1,100–149 km,9,4,yes,delayed,2,743.65
12021,12021,groceries,bike,east,rainy,225,200–249 km,12,24,no,delivered,5,1199.13
12022,12022,pharmacy,ev van,east,stormy,13.4,0–49 km,4,8,no,delivered,5,255.77
12023,12023,furniture,truck,central,stormy,49.8,0–49 km,4,16,no,delivered,5,396.63
12024,12024,furniture,van,south,rainy,123.7,100–149 km,8,24,no,delivered,4,720.98
12025,12025,electronics,truck,east,hot,30.4,0–49 km,2,8,no,delivered,4,306.84
12026,12026,automobile parts,bike,south,rainy,177.2,150–199 km,6,5,yes,delayed,2,957.87
12027,12027,furniture,ev bike,south,foggy,78.4,50–99 km,4,24,no,delivered,5,520.28
12028,12028,documents,scooter,west,cold,86,50–99 km,4,8,no,delivered,5,578.78
12029,12029,pharmacy,scooter,central,hot,201.3,200–249 km,8,16,no,delivered,4,1147.83
12030,12030,groceries,truck,north,foggy,150.8,150–199 km,5,5,yes,delayed,3,833.58
12031,12031,fragile items,truck,central,stormy,66,50–99 km,7,24,no,delivered,5,409.2
12032,12032,cosmetics,bike,east,foggy,64.1,50–99 km,4,24,no,delivered,4,426.7
12033,12033,groceries,truck,central,rainy,100,100–149 km,5,8,no,delivered,5,627.21
12034,12034,cosmetics,bike,west,clear,95.9,50–99 km,2,3,no,delivered,4,548.22
12035,12035,electronics,ev van,north,hot,277.5,250+ km,5,8,no,delivered,5,1536.49
12036,12036,automobile parts,van,north,cold,224.4,200–249 km,7,24,no,delivered,5,1269.33
12037,12037,furniture,van,central,cold,81.3,50–99 km,1,8,no,delivered,4,569.44
12038,12038,pharmacy,truck,west,foggy,284.5,250+ km,8,24,no,delivered,3,1472.78
12039,12039,pharmacy,bike,central,foggy,274.9,250+ km,9,24,no,delivered,5,1430.24
12040,12040,documents,bike,north,hot,257,250+ km,6,24,no,delivered,4,1434.34
12041,12041,cosmetics,ev van,north,foggy,219.8,200–249 km,12,16,no,delivered,4,1113.19
12042,12042,groceries,truck,central,hot,231.1,200–249 km,6,16,no,delivered,4,1158.59
12043,12043,cosmetics,scooter,central,foggy,142.7,100–149 km,6,4,yes,delayed,2,846.24
12044,12044,electronics,truck,south,cold,88.7,50–99 km,2,24,no,delivered,5,547
12045,12045,clothing,ev van,central,cold,157.7,150–199 km,6,16,no,delivered,5,806.38
12046,12046,automobile parts,ev bike,north,cold,228.7,200–249 km,8,24,no,delivered,4,1158.86
12047,12047,cosmetics,van,south,hot,114.9,100–149 km,2,4,no,delivered,4,715.76
12048,12048,clothing,truck,north,clear,99,50–99 km,3,16,no,delivered,4,626.79
12049,12049,clothing,ev van,east,hot,45.8,0–49 km,2,2,no,delivered,3,328.71
12050,12050,furniture,scooter,east,clear,229.5,200–249 km,8,16,no,delivered,4,1210.53
12051,12051,electronics,ev bike,west,hot,199.4,150–199 km,8,5,yes,failed,2,1058.25
12052,12052,groceries,ev van,south,cold,163.4,150–199 km,8,5,yes,failed,1,998.07
12053,12053,documents,van,east,cold,92.9,50–99 km,2,3,no,delivered,5,530.88
12054,12054,clothing,ev van,east,rainy,166.7,150–199 km,7,16,no,delivered,3,888.19
12055,12055,documents,bike,south,hot,17.1,0–49 km,1,2,no,delivered,4,161.33
12056,12056,documents,van,central,cold,46.4,0–49 km,1,16,no,delivered,4,288.67
12057,12057,electronics,scooter,central,clear,89.5,50–99 km,1,16,no,delivered,4,587.57
12058,12058,pharmacy,bike,north,foggy,30.5,0–49 km,4,8,no,delivered,4,354.14
12059,12059,documents,truck,south,rainy,9.8,0–49 km,3,2,yes,failed,1,136.11
12060,12060,electronics,truck,south,foggy,68.6,50–99 km,3,8,no,delivered,4,579.26
12061,12061,electronics,van,south,cold,264.6,250+ km,10,7,yes,delayed,2,1458.26
12062,12062,automobile parts,ev van,north,rainy,3.6,0–49 km,5,8,no,delivered,4,201.5
12063,12063,clothing,scooter,south,hot,240.4,200–249 km,5,8,no,delivered,5,1355.73
12064,12064,automobile parts,ev bike,west,cold,171.4,150–199 km,7,16,no,delivered,5,887.18
12065,12065,clothing,truck,south,cold,15.7,0–49 km,2,16,no,delivered,3,199.07
12066,12066,electronics,ev van,west,clear,126.1,100–149 km,3,4,no,delivered,5,813.55
12067,12067,furniture,bike,north,cold,190.4,150–199 km,6,16,no,delivered,5,982.15
12068,12068,fragile items,ev van,central,stormy,25.3,0–49 km,5,16,no,delivered,3,132.53
12069,12069,electronics,bike,east,cold,33.2,0–49 km,1,2,no,delivered,5,298.83
12070,12070,documents,ev bike,west,hot,33.2,0–49 km,2,24,no,delivered,4,306.22
12071,12071,cosmetics,ev bike,east,hot,226.5,200–249 km,6,6,yes,delayed,2,1233.2
12072,12072,electronics,bike,west,foggy,26.8,0–49 km,3,8,no,delivered,4,328.14
12073,12073,clothing,bike,east,clear,188,150–199 km,5,24,no,delivered,4,962.83
12074,12074,documents,bike,north,rainy,90.7,50–99 km,7,16,no,delivered,5,574.31
12075,12075,fragile items,bike,south,stormy,179.8,150–199 km,8,16,no,delivered,3,985.49
12076,12076,fragile items,bike,central,clear,8.3,0–49 km,0,24,no,delivered,4,126.46
12077,12077,cosmetics,ev van,south,clear,158.1,150–199 km,4,5,no,delivered,4,913.97
12078,12078,pharmacy,scooter,north,rainy,246.5,200–249 km,9,6,yes,delayed,2,1386.3
12079,12079,electronics,ev bike,east,hot,233.8,200–249 km,9,16,no,delivered,5,1208.51
12080,12080,documents,bike,west,cold,160.2,150–199 km,4,16,no,delivered,4,931.95
12081,12081,automobile parts,truck,central,hot,64.4,50–99 km,2,8,no,delivered,4,522.59
12082,12082,cosmetics,van,central,foggy,228.8,200–249 km,10,8,yes,delayed,2,1324.73
12083,12083,documents,truck,central,stormy,163.4,150–199 km,13,16,no,delivered,5,960.79
12084,12084,cosmetics,ev bike,south,clear,87.7,50–99 km,5,8,no,delivered,4,629.55
12085,12085,cosmetics,scooter,west,stormy,278.6,250+ km,9,8,yes,delayed,2,1632.7206
12086,12086,cosmetics,bike,south,foggy,160.1,150–199 km,6,16,no,delivered,4,826.75
12087,12087,automobile parts,scooter,central,foggy,271.4,250+ km,9,8,yes,delayed,2,1477.37
12088,12088,furniture,ev bike,south,stormy,129.7,100–149 km,7,24,no,delivered,4,676.7
12089,12089,electronics,truck,west,foggy,136.6,100–149 km,6,4,yes,delayed,3,858.91
12090,12090,fragile items,ev van,central,stormy,108.1,100–149 km,5,8,no,delivered,4,731.31
12091,12091,electronics,ev van,east,cold,114.4,100–149 km,5,16,no,delivered,5,721.13
12092,12092,pharmacy,bike,east,clear,103.1,100–149 km,4,8,no,delivered,5,641.12
12093,12093,fragile items,bike,east,cold,227.7,200–249 km,6,6,yes,delayed,3,1273.13
12094,12094,clothing,bike,south,rainy,84.8,50–99 km,8,24,no,delivered,5,442.39
12095,12095,fragile items,scooter,north,hot,67.7,50–99 km,4,16,no,delivered,4,469.78
12096,12096,fragile items,van,east,hot,263.1,250+ km,8,24,no,delivered,4,1442.58
12097,12097,pharmacy,bike,west,cold,293.5,250+ km,11,24,no,delivered,3,1586.75
12098,12098,documents,ev van,west,cold,155.2,150–199 km,7,8,no,delivered,5,911.97
12099,12099,clothing,van,north,rainy,49.7,0–49 km,6,8,no,delivered,5,415.85
12100,12100,cosmetics,ev bike,west,stormy,30.7,0–49 km,4,8,no,delivered,3,383.22
12101,12101,clothing,ev van,south,cold,184.4,150–199 km,7,5,yes,delayed,3,1067.52
12102,12102,cosmetics,bike,west,clear,234.4,200–249 km,10,8,yes,delayed,2,1286.55
12103,12103,clothing,van,east,stormy,214.7,200–249 km,10,6,yes,delayed,2,1244.7
12104,12104,groceries,ev bike,central,cold,268.7,250+ km,10,7,yes,delayed,2,1451.16
12105,12105,furniture,ev van,north,foggy,125.2,100–149 km,6,24,no,delivered,5,643.04
12106,12106,clothing,ev bike,south,foggy,281.8,250+ km,7,8,no,delivered,4,1576.86
12107,12107,fragile items,scooter,west,foggy,205.1,200–249 km,8,8,yes,failed,2,1134.35
12108,12108,cosmetics,scooter,south,hot,224.5,200–249 km,6,6,no,delivered,5,1183.69
12109,12109,electronics,ev bike,south,clear,191.4,150–199 km,8,8,yes,delayed,3,1115.47
12110,12110,fragile items,truck,west,rainy,25.5,0–49 km,6,24,no,delivered,5,250.62
12111,12111,cosmetics,scooter,east,clear,263,250+ km,6,8,no,delivered,5,1425.35
12112,12112,fragile items,van,north,cold,80.3,50–99 km,3,8,no,delivered,5,565.28
12113,12113,pharmacy,ev van,south,hot,30.4,0–49 km,1,8,no,delivered,5,338.34
12114,12114,pharmacy,scooter,west,rainy,272.3,250+ km,15,8,yes,delayed,2,1593.11
12115,12115,groceries,scooter,north,stormy,83.2,50–99 km,7,16,no,delivered,4,503.09
12116,12116,documents,ev van,central,hot,296.7,250+ km,11,16,no,delivered,5,1562.82
12117,12117,documents,ev bike,south,rainy,257.6,250+ km,6,7,no,delivered,5,1406.1
12118,12118,documents,scooter,east,foggy,198.9,150–199 km,10,5,yes,delayed,2,1126.73
12119,12119,documents,scooter,west,foggy,266.8,250+ km,12,8,yes,delayed,2,1522.2
12120,12120,cosmetics,ev van,south,foggy,244.7,200–249 km,10,16,no,delivered,5,1368.67
12121,12121,furniture,scooter,east,stormy,197.2,150–199 km,10,24,no,delivered,3,1056.68
12122,12122,groceries,ev bike,central,rainy,175.8,150–199 km,11,16,no,delivered,3,905.37
12123,12123,cosmetics,van,central,rainy,221.9,200–249 km,12,6,yes,delayed,2,1221.63
12124,12124,cosmetics,scooter,south,cold,57.7,50–99 km,3,3,yes,delayed,3,436.15
12125,12125,automobile parts,van,central,rainy,198.5,150–199 km,9,5,yes,delayed,2,1087.95
12126,12126,documents,ev bike,north,foggy,18.3,0–49 km,3,8,no,delivered,5,309.37
12127,12127,documents,ev bike,central,hot,262.2,250+ km,6,7,no,delivered,3,1495.01
12128,12128,electronics,bike,east,foggy,211.4,200–249 km,10,16,no,delivered,5,1147.24
12129,12129,clothing,ev van,south,foggy,38.1,0–49 km,3,2,yes,failed,1,381.5
12130,12130,pharmacy,scooter,north,clear,289.1,250+ km,12,7,yes,delayed,3,1511.85
12131,12131,fragile items,truck,west,foggy,288.1,250+ km,14,24,no,delivered,4,1498.46
12132,12132,pharmacy,scooter,north,clear,170.2,150–199 km,4,8,no,delivered,3,964.59
12133,12133,automobile parts,scooter,west,clear,3.6,0–49 km,0,16,no,delivered,3,103.14
12134,12134,pharmacy,ev van,north,foggy,259.9,250+ km,8,8,yes,delayed,3,1507.44
12135,12135,fragile items,ev bike,east,stormy,270.2,250+ km,16,16,yes,failed,1,1372.39
12136,12136,documents,ev van,east,clear,42.4,0–49 km,3,2,yes,delayed,2,268.27
12137,12137,documents,bike,central,clear,144.6,100–149 km,3,8,no,delivered,5,967.9
12138,12138,fragile items,scooter,east,stormy,279.6,250+ km,11,16,no,delivered,3,1526.4
12139,12139,pharmacy,bike,south,stormy,253.3,250+ km,10,8,yes,delayed,2,1395.39
12140,12140,furniture,van,west,rainy,286.4,250+ km,14,24,no,delivered,5,1495.03
12141,12141,automobile parts,van,central,clear,213.8,200–249 km,5,16,no,delivered,3,1078.06
12142,12142,cosmetics,ev van,east,hot,77.1,50–99 km,2,24,no,delivered,5,431.76
12143,12143,documents,scooter,west,cold,213.8,200–249 km,8,24,no,delivered,5,1102.09
12144,12144,pharmacy,truck,central,stormy,130.1,100–149 km,7,24,no,delivered,3,718.87
12145,12145,groceries,ev van,east,rainy,211.9,200–249 km,8,8,yes,delayed,2,1182.87
12146,12146,groceries,bike,central,foggy,143,100–149 km,9,16,no,delivered,4,863.86
12147,12147,fragile items,van,central,cold,255.9,250+ km,11,8,yes,delayed,2,1396.72
12148,12148,cosmetics,van,north,rainy,184.2,150–199 km,10,5,yes,delayed,2,1080.17
12149,12149,electronics,bike,east,clear,114.3,100–149 km,3,4,no,delivered,4,668.3
12150,12150,pharmacy,van,north,hot,80.9,50–99 km,4,8,no,delivered,4,637.67
12151,12151,pharmacy,scooter,west,stormy,217.9,200–249 km,10,24,no,delivered,4,1098.29
12152,12152,furniture,scooter,west,cold,263.5,250+ km,5,24,no,delivered,5,1440.95
12153,12153,documents,scooter,north,foggy,282.3,250+ km,12,7,yes,failed,1,1499.03
12154,12154,pharmacy,truck,north,hot,270.4,250+ km,8,7,yes,failed,2,1531.96
12155,12155,automobile parts,van,west,foggy,9.1,0–49 km,2,8,no,delivered,4,226.2
12156,12156,electronics,ev bike,south,hot,182.9,150–199 km,6,8,no,delivered,5,1024.28
12157,12157,pharmacy,van,north,hot,215.8,200–249 km,10,24,no,delivered,5,1099.52
12158,12158,automobile parts,ev bike,north,rainy,66.1,50–99 km,6,24,no,delivered,5,440.72
12159,12159,groceries,truck,central,cold,92.9,50–99 km,3,24,no,delivered,4,539.59
12160,12160,groceries,van,east,foggy,217.1,200–249 km,10,6,yes,delayed,3,1268.46
12161,12161,documents,ev bike,west,foggy,280.4,250+ km,14,8,yes,delayed,2,1564.04
12162,12162,documents,ev bike,east,clear,59.6,50–99 km,3,3,yes,delayed,2,490.26
12163,12163,groceries,truck,central,rainy,224,200–249 km,7,24,no,delivered,3,1160.29
12164,12164,cosmetics,truck,central,clear,128.3,100–149 km,2,24,no,delivered,3,689.83
12165,12165,clothing,ev bike,central,cold,93.9,50–99 km,2,8,no,delivered,3,645.91
12166,12166,documents,ev bike,west,foggy,89,50–99 km,5,3,yes,delayed,3,530.94
12167,12167,automobile parts,ev bike,north,clear,247.2,200–249 km,7,16,no,delivered,5,1284.45
12168,12168,automobile parts,bike,east,rainy,18.4,0–49 km,2,8,no,delivered,4,235.59
12169,12169,documents,scooter,north,stormy,224.8,200–249 km,9,6,yes,delayed,2,1319.38
12170,12170,groceries,van,east,stormy,78.9,50–99 km,6,24,no,delivered,3,508.74
12171,12171,groceries,truck,east,stormy,95.6,50–99 km,9,8,yes,delayed,2,595.25
12172,12172,documents,van,east,cold,214,200–249 km,6,6,no,delivered,5,1138.99
12173,12173,clothing,ev bike,central,cold,147.6,100–149 km,2,8,no,delivered,4,959.14
12174,12174,electronics,van,south,foggy,18.3,0–49 km,3,2,yes,delayed,3,225.8
12175,12175,pharmacy,truck,central,hot,237.5,200–249 km,6,24,no,delivered,3,1218.67
12176,12176,electronics,ev bike,west,clear,137,100–149 km,4,16,no,delivered,4,754.66
12177,12177,pharmacy,van,east,clear,118.6,100–149 km,3,24,no,delivered,5,737.39
12178,12178,electronics,truck,east,rainy,166.6,150–199 km,5,8,no,delivered,4,1045.23
12179,12179,clothing,ev bike,south,foggy,202.3,200–249 km,10,24,no,delivered,4,1108.82
12180,12180,electronics,van,west,foggy,284.2,250+ km,10,16,no,delivered,5,1535.33
12181,12181,groceries,ev van,west,cold,20.3,0–49 km,2,2,no,delivered,5,293.79
12182,12182,documents,truck,north,foggy,202.6,200–249 km,8,8,yes,delayed,2,1201.98
12183,12183,documents,ev bike,central,foggy,47.1,0–49 km,2,24,no,delivered,5,345.3
12184,12184,documents,ev bike,north,stormy,3.6,0–49 km,4,16,no,delivered,5,95.6674
12185,12185,automobile parts,ev bike,north,clear,248.6,200–249 km,9,24,no,delivered,3,1361.53
12186,12186,groceries,ev bike,east,cold,285.9,250+ km,8,24,no,delivered,3,1527.75
12187,12187,fragile items,truck,north,rainy,92.7,50–99 km,5,3,yes,delayed,3,580.1
12188,12188,documents,ev bike,west,cold,138.6,100–149 km,5,8,no,delivered,3,935.62
12189,12189,furniture,van,south,hot,176.9,150–199 km,5,5,yes,delayed,3,980.4
12190,12190,electronics,ev van,south,stormy,181.4,150–199 km,12,5,yes,delayed,2,1095.27
12191,12191,documents,truck,east,cold,250.3,250+ km,5,24,no,delivered,3,1281.92
12192,12192,electronics,ev bike,central,clear,103.8,100–149 km,4,8,no,delivered,4,740.08
12193,12193,electronics,scooter,north,hot,183,150–199 km,6,5,yes,failed,1,1045.76
12194,12194,clothing,scooter,central,rainy,27.1,0–49 km,4,16,no,delivered,5,222.77
12195,12195,clothing,truck,west,cold,246.8,200–249 km,8,6,yes,delayed,2,1320.63
12196,12196,documents,ev van,east,rainy,199.4,150–199 km,8,8,yes,delayed,2,1167.05
12197,12197,cosmetics,ev bike,central,foggy,180.4,150–199 km,6,5,yes,delayed,3,1018.99
12198,12198,clothing,scooter,west,hot,18.2,0–49 km,2,24,no,delivered,5,217.72
12199,12199,pharmacy,ev van,central,foggy,16,0–49 km,4,8,no,delivered,5,289.59
12200,12200,groceries,truck,east,cold,26.2,0–49 km,1,8,no,delivered,4,309.9
12201,12201,groceries,truck,east,foggy,70.2,50–99 km,7,16,no,delivered,5,476.79
12202,12202,automobile parts,ev van,south,stormy,129,100–149 km,7,8,no,delivered,4,851.77
12203,12203,furniture,ev bike,south,rainy,131.7,100–149 km,7,8,no,delivered,4,905.68
12204,12204,documents,scooter,north,cold,47.8,0–49 km,2,24,no,delivered,4,271.16
12205,12205,documents,bike,south,clear,133.7,100–149 km,3,16,no,delivered,5,722.47
12206,12206,clothing,scooter,central,rainy,155.3,150–199 km,8,24,no,delivered,5,870.28
12207,12207,fragile items,scooter,south,hot,30.9,0–49 km,1,8,no,delivered,4,390.73
12208,12208,pharmacy,scooter,east,hot,38.1,0–49 km,2,8,no,delivered,4,395.53
12209,12209,documents,truck,south,rainy,223.4,200–249 km,7,16,no,delivered,4,1202.38
12210,12210,furniture,ev van,central,rainy,297.1,250+ km,9,7,yes,delayed,3,1590.22
12211,12211,furniture,truck,east,rainy,56.6,50–99 km,5,3,yes,delayed,3,438.66
12212,12212,electronics,van,south,stormy,139.7,100–149 km,13,24,no,delivered,5,800.98
12213,12213,automobile parts,scooter,central,foggy,57.1,50–99 km,4,3,yes,delayed,3,464.05
12214,12214,fragile items,ev bike,north,clear,18.7,0–49 km,3,16,no,delivered,4,160.52
12215,12215,furniture,truck,north,foggy,54.9,50–99 km,3,24,no,delivered,4,293.25
12216,12216,cosmetics,bike,north,stormy,108.6,100–149 km,7,16,no,delivered,4,563.58
12217,12217,electronics,van,north,foggy,164.9,150–199 km,7,24,no,delivered,3,945.76
12218,12218,automobile parts,scooter,north,cold,157.6,150–199 km,6,5,yes,delayed,2,855.22
12219,12219,pharmacy,van,west,stormy,135.7,100–149 km,9,4,yes,delayed,3,812.59
12220,12220,automobile parts,bike,west,rainy,108.5,100–149 km,5,16,no,delivered,3,607.45
12221,12221,fragile items,scooter,north,stormy,115.5,100–149 km,8,8,yes,delayed,3,723.97
12222,12222,pharmacy,ev bike,north,cold,3.6,0–49 km,2,16,no,delivered,3,132.01
12223,12223,documents,scooter,central,cold,67.8,50–99 km,4,16,no,delivered,5,353.79
12224,12224,cosmetics,bike,central,clear,53.1,50–99 km,3,8,no,delivered,3,451.24
12225,12225,furniture,scooter,west,rainy,175.2,150–199 km,6,8,no,delivered,3,1032.52
12226,12226,groceries,ev van,west,stormy,134.6,100–149 km,9,8,yes,delayed,3,786.29
12227,12227,cosmetics,ev van,east,clear,66.5,50–99 km,1,8,no,delivered,5,546.5
12228,12228,fragile items,truck,south,foggy,40.3,0–49 km,4,16,no,delivered,4,260.48
12229,12229,clothing,ev bike,south,stormy,203.1,200–249 km,11,6,yes,delayed,2,1106.15
12230,12230,furniture,ev van,east,clear,270.2,250+ km,12,8,yes,delayed,3,1566.95
12231,12231,fragile items,scooter,north,clear,77.4,50–99 km,3,3,no,delivered,3,462.74
12232,12232,documents,van,central,stormy,184.8,150–199 km,10,5,yes,delayed,3,1114.49
12233,12233,groceries,bike,central,foggy,49.2,0–49 km,4,2,yes,delayed,2,332.9
12234,12234,electronics,truck,north,clear,73.2,50–99 km,4,24,no,delivered,5,437.01
12235,12235,documents,ev van,east,clear,55.8,50–99 km,3,16,no,delivered,3,325.68
12236,12236,pharmacy,bike,south,foggy,163.1,150–199 km,6,5,yes,delayed,3,959.43
12237,12237,automobile parts,ev bike,south,cold,13.7,0–49 km,2,8,no,delivered,5,305.18
12238,12238,furniture,van,south,rainy,140.1,100–149 km,6,24,no,delivered,4,745.89
12239,12239,documents,ev van,east,foggy,270.4,250+ km,8,8,yes,delayed,2,1491.63
12240,12240,fragile items,truck,central,clear,42.8,0–49 km,2,24,no,delivered,5,296.29
12241,12241,clothing,van,west,foggy,177.6,150–199 km,5,8,no,delivered,5,1022.74
12242,12242,clothing,bike,central,clear,13.5,0–49 km,1,2,no,delivered,3,121.88
12243,12243,furniture,truck,south,rainy,165.6,150–199 km,7,24,no,delivered,3,946.38
12244,12244,fragile items,ev van,central,stormy,238.1,200–249 km,13,6,yes,delayed,2,1351.17
12245,12245,clothing,bike,east,foggy,59.2,50–99 km,5,24,no,delivered,4,405.62
12246,12246,electronics,bike,south,rainy,115.5,100–149 km,8,24,no,delivered,5,673.62
12247,12247,cosmetics,ev van,north,clear,125.5,100–149 km,5,16,no,delivered,5,760.61
12248,12248,pharmacy,scooter,central,rainy,258.9,250+ km,11,16,no,delivered,5,1382.28
12249,12249,cosmetics,truck,north,hot,13.7,0–49 km,2,16,no,delivered,4,160.3
12250,12250,groceries,truck,east,rainy,95.8,50–99 km,5,24,no,delivered,4,599.39
